Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-02-18,26,6,20,1
2013-02-19,134,72,62,18
2013-02-20,136,69,67,19
2013-02-21,134,81,53,18
2013-02-22,66,41,25,13
2013-02-23,11,6,5,4
2013-02-24,15,9,6,4
2013-02-25,70,25,45,14
2013-02-26,61,16,45,4
2013-02-27,98,35,63,5
2013-02-28,106,30,76,10
2013-03-01,62,24,38,16
2013-03-02,15,5,10,0
2013-03-03,18,4,14,0
2013-03-04,130,75,55,17
2013-03-05,151,71,80,22
2013-03-06,110,46,64,10
2013-03-07,107,46,61,16
2013-03-08,106,37,69,12
2013-03-09,21,3,18,2
2013-03-10,38,6,32,3
2013-03-11,82,34,48,11
2013-03-12,198,102,96,17
2013-03-13,166,113,53,8
2013-03-14,189,113,76,15
2013-03-15,104,51,53,11
2013-03-16,24,10,14,0
2013-03-17,21,5,16,3
2013-03-18,91,35,56,12
2013-03-19,109,39,70,13
2013-03-20,52,27,25,7
2013-03-21,70,32,38,1
2013-03-22,65,36,29,4
2013-03-23,4,2,2,1
2013-03-24,7,1,6,1
2013-03-25,70,28,42,6
2013-03-26,55,24,31,10
2013-03-27,88,37,51,9
2013-03-28,66,31,35,1
2013-03-29,19,8,11,2
2013-03-30,12,2,10,0
2013-03-31,43,19,24,2
2013-04-01,46,20,26,5
2013-04-02,67,32,35,7
2013-04-03,72,29,43,6
2013-04-04,85,37,48,5
2013-04-05,71,32,39,10
2013-04-06,25,6,19,0
2013-04-07,30,4,26,3
2013-04-08,108,34,74,14
2013-04-09,60,24,36,12
2013-04-10,88,35,53,9
2013-04-11,54,23,31,6
2013-04-12,47,25,22,2
2013-04-13,8,5,3,0
2013-04-14,12,7,5,1
2013-04-15,59,32,27,5
2013-04-16,44,22,22,4
2013-04-17,81,54,27,6
2013-04-18,372,190,182,66
2013-04-19,221,93,128,46
2013-04-20,25,4,21,2
2013-04-21,31,14,17,12
2013-04-22,101,53,48,11
2013-04-23,60,38,22,13
2013-04-24,57,25,32,10
2013-04-25,52,27,25,7
2013-04-26,47,23,24,4
2013-04-27,3,1,2,0
2013-04-28,9,5,4,0
2013-04-29,64,31,33,5
2013-04-30,48,30,18,6
2013-05-01,47,29,18,8
2013-05-02,105,48,57,7
2013-05-03,100,56,44,9
2013-05-04,3,2,1,0
2013-05-05,11,5,6,2
2013-05-06,90,46,44,17
2013-05-07,80,44,36,4
2013-05-08,140,66,74,9
2013-05-09,94,49,45,8
2013-05-10,81,46,35,13
2013-05-11,17,5,12,1
2013-05-12,14,7,7,3
2013-05-13,51,24,27,5
2013-05-14,78,51,27,7
2013-05-15,278,141,137,35
2013-05-16,142,77,65,9
2013-05-17,146,84,62,15
2013-05-18,31,15,16,5
2013-05-19,44,19,25,6
2013-05-20,90,42,48,8
2013-05-21,69,40,29,12
2013-05-22,116,64,52,13
2013-05-23,73,38,35,4
2013-05-24,75,33,42,12
2013-05-25,15,5,10,1
2013-05-26,11,4,7,0
2013-05-27,25,6,19,3
2013-05-28,54,28,26,3
2013-05-29,56,30,26,6
2013-05-30,84,46,38,10
2013-05-31,40,22,18,8
2013-06-01,6,2,4,2
2013-06-02,9,6,3,1
2013-06-03,52,25,27,9
2013-06-04,67,22,45,13
2013-06-05,59,31,28,9
2013-06-06,75,43,32,2
2013-06-07,68,32,36,13
2013-06-08,9,6,3,0
2013-06-09,18,6,12,1
2013-06-10,70,42,28,19
2013-06-11,71,40,31,13
2013-06-12,73,31,42,16
2013-06-13,100,33,67,19
2013-06-14,73,37,36,17
2013-06-15,8,6,2,0
2013-06-16,9,5,4,1
2013-06-17,70,30,40,15
2013-06-18,91,42,49,14
2013-06-19,116,48,68,23
2013-06-20,157,76,81,29
2013-06-21,112,48,64,27
2013-06-22,11,4,7,1
2013-06-23,20,8,12,5
2013-06-24,57,30,27,2
2013-06-25,100,35,65,13
2013-06-26,32,22,10,8
2013-06-27,46,23,23,8
2013-06-28,55,27,28,13
2013-06-29,6,4,2,1
2013-06-30,14,7,7,1
2013-07-01,40,20,20,4
2013-07-02,49,24,25,5
2013-07-03,9,7,2,0
