Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-07-05,55,9,46,9
2013-07-06,18,8,10,2
2013-07-07,25,2,23,4
2013-07-08,62,15,47,8
2013-07-09,101,27,74,30
2013-07-10,86,23,63,19
2013-07-11,92,18,74,24
2013-07-12,90,24,66,21
2013-07-13,38,13,25,7
2013-07-14,29,12,17,4
2013-07-15,95,18,77,12
2013-07-16,392,113,279,67
2013-07-17,674,227,447,81
2013-07-18,322,133,189,41
2013-07-19,163,66,97,15
2013-07-20,22,5,17,5
2013-07-21,52,10,42,11
2013-07-22,2,1,1,0
