Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-04-24,115,33,82,7
2013-04-25,154,23,131,11
2013-04-26,115,21,94,11
2013-04-27,105,14,91,1
2013-04-28,79,13,66,1
2013-04-29,139,35,104,8
2013-04-30,158,29,129,7
2013-05-01,180,35,145,3
2013-05-02,214,39,175,3
2013-05-03,170,42,128,2
2013-05-04,107,13,94,1
2013-05-05,84,14,70,2
2013-05-06,159,35,124,5
2013-05-07,128,19,109,4
2013-05-08,190,38,152,2
2013-05-09,149,35,114,6
2013-05-10,215,32,183,0
2013-05-11,142,20,122,1
2013-05-12,125,11,114,1
2013-05-13,241,76,165,6
2013-05-14,206,47,159,7
2013-05-15,239,65,174,8
2013-05-16,197,55,142,3
2013-05-17,141,31,110,13
2013-05-18,78,14,64,0
2013-05-19,129,17,112,2
2013-05-20,180,56,124,2
2013-05-21,215,54,161,6
2013-05-22,171,31,140,16
2013-05-23,251,61,190,19
2013-05-24,144,40,104,15
2013-05-25,37,13,24,1
2013-05-26,65,15,50,0
2013-05-27,74,7,67,7
2013-05-28,155,47,108,11
2013-05-29,133,25,108,6
2013-05-30,209,52,157,7
2013-05-31,192,58,134,8
2013-06-01,112,19,93,0
2013-06-02,106,16,90,9
2013-06-03,80,19,61,4
2013-06-04,198,42,156,5
2013-06-05,158,29,129,5
2013-06-06,137,26,111,3
2013-06-07,125,26,99,8
2013-06-08,70,13,57,2
2013-06-09,81,9,72,1
2013-06-10,159,43,116,8
2013-06-11,125,25,100,11
2013-06-12,214,47,167,16
2013-06-13,240,46,194,12
2013-06-14,176,46,130,14
2013-06-15,92,16,76,2
2013-06-16,110,29,81,4
2013-06-17,166,34,132,10
2013-06-18,170,53,117,14
2013-06-19,199,43,156,8
2013-06-20,206,33,173,6
2013-06-21,315,56,259,11
2013-06-22,100,12,88,1
2013-06-23,184,23,161,0
2013-06-24,290,71,219,2
2013-06-25,244,54,190,11
2013-06-26,253,60,193,8
2013-06-27,184,39,145,19
2013-06-28,164,33,131,14
2013-06-29,47,11,36,1
2013-06-30,118,22,96,2
2013-07-01,98,21,77,4
2013-07-02,135,36,99,8
2013-07-03,146,22,124,2
2013-07-04,121,20,101,3
2013-07-05,121,19,102,2
2013-07-06,140,40,100,8
2013-07-07,117,36,81,12
2013-07-08,239,62,177,25
2013-07-09,230,46,184,12
2013-07-10,165,29,136,7
2013-07-11,118,29,89,8
2013-07-12,597,246,351,47
2013-07-13,279,70,209,17
2013-07-14,292,55,237,23
2013-07-15,382,113,269,35
2013-07-16,203,50,153,16
2013-07-17,248,67,181,3
2013-07-18,247,59,188,28
2013-07-19,300,42,258,5
2013-07-20,131,17,114,8
2013-07-21,104,17,87,1
2013-07-22,12,4,8,1
2013-08-07,127,27,100,6
2013-08-08,130,27,103,1
2013-08-09,122,26,96,3
2013-08-10,43,2,41,0
2013-08-11,74,12,62,1
2013-08-12,78,23,55,2
2013-08-13,162,44,118,4
2013-08-14,222,53,169,3
2013-08-15,140,29,111,5
2013-08-16,132,26,106,4
2013-08-17,26,2,24,3
2013-08-18,92,22,70,4
2013-08-19,124,18,106,2
2013-08-20,81,16,65,3
2013-08-21,107,20,87,14
2013-08-22,121,35,86,11
2013-08-23,152,30,122,7
2013-08-24,61,8,53,1
2013-08-25,92,21,71,4
2013-08-26,189,46,143,18
2013-08-27,149,39,110,2
2013-08-28,184,28,156,10
2013-08-29,132,19,113,9
2013-08-30,91,6,85,5
2013-08-31,34,4,30,3
2013-09-01,42,7,35,3
2013-09-02,53,11,42,3
2013-09-03,151,19,132,16
2013-09-04,110,28,82,4
2013-09-05,150,25,125,14
2013-09-06,139,38,101,14
2013-09-07,42,10,32,4
2013-09-08,52,11,41,10
2013-09-09,194,35,159,10
2013-09-10,256,62,194,15
2013-09-11,138,46,92,16
2013-09-12,149,29,120,11
2013-09-13,176,52,124,19
2013-09-14,107,26,81,5
2013-09-15,95,14,81,13
2013-09-16,167,67,100,24
2013-09-17,149,47,102,22
2013-09-18,137,39,98,26
2013-09-19,231,67,164,19
2013-09-20,128,28,100,4
2013-09-21,66,9,57,2
2013-09-22,66,7,59,5
2013-09-23,183,32,151,35
2013-09-24,256,51,205,20
2013-09-25,158,34,124,15
2013-09-26,152,28,124,17
2013-09-27,186,41,145,11
2013-09-28,90,16,74,9
2013-09-29,144,25,119,17
2013-09-30,233,52,181,12
2013-10-01,269,59,210,9
2013-10-02,231,58,173,15
2013-10-03,213,44,169,8
2013-10-04,144,27,117,10
2013-10-05,58,9,49,3
