Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-02-17,52,7,45,13
2013-02-18,77,14,63,14
2013-02-19,105,25,80,18
2013-02-20,118,8,110,37
2013-02-21,91,19,72,27
2013-02-22,70,9,61,18
2013-02-23,43,8,35,13
2013-02-24,39,8,31,15
2013-02-25,105,14,91,21
2013-02-26,91,12,79,19
2013-02-27,107,11,96,26
2013-02-28,74,8,66,7
2013-03-01,78,11,67,14
2013-03-02,27,2,25,3
2013-03-03,60,3,57,8
2013-03-04,133,29,104,29
2013-03-05,98,18,80,18
2013-03-06,186,39,147,47
2013-03-07,123,18,105,26
2013-03-08,99,16,83,18
2013-03-09,37,5,32,7
2013-03-10,47,2,45,9
2013-03-11,155,19,136,49
2013-03-12,118,28,90,34
2013-03-13,129,38,91,33
2013-03-14,134,35,99,21
2013-03-15,99,21,78,15
2013-03-16,58,4,54,10
2013-03-17,48,7,41,15
2013-03-18,62,8,54,12
2013-03-19,102,24,78,27
2013-03-20,73,25,48,15
2013-03-21,72,14,58,26
2013-03-22,67,12,55,27
2013-03-23,46,7,39,22
2013-03-24,16,2,14,4
2013-03-25,77,21,56,23
2013-03-26,64,11,53,17
2013-03-27,78,15,63,19
2013-03-28,75,16,59,17
2013-03-29,36,9,27,15
2013-03-30,43,3,40,6
2013-03-31,20,3,17,4
2013-04-01,61,14,47,17
2013-04-02,87,26,61,16
2013-04-03,66,14,52,21
2013-04-04,106,27,79,20
2013-04-05,102,21,81,26
2013-04-06,60,10,50,13
2013-04-07,62,13,49,15
2013-04-08,106,15,91,22
2013-04-09,156,27,129,40
2013-04-10,170,46,124,45
2013-04-11,336,86,250,89
2013-04-12,160,35,125,29
2013-04-13,65,13,52,25
2013-04-14,86,15,71,27
2013-04-15,117,26,91,22
2013-04-16,95,18,77,29
2013-04-17,158,26,132,34
2013-04-18,249,75,174,107
2013-04-19,194,57,137,57
2013-04-20,39,10,29,6
2013-04-21,145,27,118,29
2013-04-22,209,43,166,57
2013-04-23,185,47,138,67
2013-04-24,161,56,105,48
2013-04-25,151,53,98,60
2013-04-26,108,24,84,54
2013-04-27,30,3,27,12
2013-04-28,81,20,61,39
2013-04-29,140,38,102,61
2013-04-30,170,41,129,54
2013-05-01,197,49,148,62
2013-05-02,162,37,125,64
2013-05-03,230,43,187,80
2013-05-04,108,15,93,36
2013-05-05,116,15,101,50
2013-05-06,177,37,140,65
2013-05-07,302,74,228,105
2013-05-08,240,45,195,75
2013-05-09,218,44,174,74
2013-05-10,285,60,225,112
2013-05-11,115,16,99,54
2013-05-12,123,17,106,57
2013-05-13,199,44,155,79
2013-05-14,353,77,276,137
2013-05-15,268,64,204,137
2013-05-16,310,74,236,119
2013-05-17,210,51,159,92
2013-05-18,79,15,64,30
2013-05-19,83,19,64,31
2013-05-20,186,39,147,51
2013-05-21,255,77,178,126
2013-05-22,234,56,178,98
2013-05-23,189,39,150,91
2013-05-24,165,39,126,91
2013-05-25,68,10,58,33
2013-05-26,77,20,57,40
2013-05-27,85,20,65,20
2013-05-28,181,63,118,72
2013-05-29,180,39,141,72
2013-05-30,176,36,140,65
2013-05-31,146,31,115,43
2013-06-01,98,20,78,60
