Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-06-10,50,9,41,8
2013-06-11,79,10,69,12
2013-06-12,49,7,42,7
2013-06-13,54,9,45,17
2013-06-14,47,9,38,10
2013-06-15,26,5,21,0
2013-06-16,7,0,7,0
2013-06-17,44,8,36,9
2013-06-18,37,8,29,8
2013-06-19,39,6,33,20
2013-06-20,28,9,19,16
2013-06-21,47,4,43,15
2013-06-22,12,5,7,1
2013-06-23,10,3,7,3
2013-06-24,43,8,35,9
2013-06-25,23,4,19,8
2013-06-26,25,7,18,8
2013-06-27,22,8,14,4
2013-06-28,15,4,11,3
2013-06-29,4,2,2,1
2013-06-30,6,0,6,1
2013-07-01,36,5,31,2
2013-07-02,30,9,21,4
2013-07-03,35,1,34,3
2013-07-04,25,4,21,1
2013-07-05,42,7,35,6
2013-07-06,11,1,10,2
2013-07-07,13,0,13,0
2013-07-08,22,4,18,1
2013-07-09,17,3,14,3
2013-07-10,21,7,14,5
2013-07-11,44,4,40,5
2013-07-12,21,6,15,1
2013-07-13,14,2,12,2
2013-07-14,19,7,12,1
2013-07-15,36,7,29,3
2013-07-16,18,5,13,2
2013-07-17,42,3,39,4
2013-07-18,24,14,10,9
2013-07-19,19,4,15,3
2013-07-20,13,6,7,1
2013-07-21,23,5,18,3
2013-07-22,1,0,1,0
