Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-02-27,9,2,7,3
2013-02-28,12,4,8,2
2013-03-01,14,2,12,2
2013-03-02,7,2,5,0
2013-03-03,4,2,2,0
2013-03-04,15,1,14,4
2013-03-05,22,7,15,1
2013-03-06,33,6,27,2
2013-03-07,29,7,22,3
2013-03-08,12,4,8,1
2013-03-09,5,1,4,0
2013-03-10,10,4,6,5
2013-03-11,20,4,16,0
2013-03-12,31,10,21,1
2013-03-13,71,22,49,9
2013-03-14,55,13,42,1
2013-03-15,54,14,40,1
2013-03-16,9,0,9,0
2013-03-17,11,2,9,0
2013-03-18,40,3,37,5
2013-03-19,32,3,29,2
2013-03-20,44,10,34,7
2013-03-21,22,9,13,1
2013-03-22,19,3,16,1
2013-03-23,16,5,11,0
2013-03-24,15,7,8,0
2013-03-25,25,5,20,6
2013-03-26,24,7,17,1
2013-03-27,59,13,46,2
2013-03-28,59,19,40,1
2013-03-29,58,10,48,0
2013-03-30,23,7,16,2
2013-03-31,29,9,20,0
2013-04-01,85,31,54,7
2013-04-02,27,11,16,2
2013-04-03,40,10,30,5
2013-04-04,65,19,46,5
2013-04-05,41,7,34,2
2013-04-06,21,4,17,0
2013-04-07,21,4,17,0
2013-04-08,35,12,23,3
2013-04-09,15,5,10,2
2013-04-10,25,5,20,2
2013-04-11,34,11,23,5
2013-04-12,34,4,30,1
2013-04-13,4,2,2,0
2013-04-14,6,3,3,0
2013-04-15,41,13,28,7
2013-04-16,21,9,12,1
2013-04-17,65,39,26,12
2013-04-18,43,23,20,4
2013-04-19,68,12,56,0
2013-04-20,6,2,4,0
2013-04-21,5,1,4,0
2013-04-22,41,20,21,2
2013-04-23,38,13,25,5
2013-04-24,40,11,29,4
2013-04-25,57,18,39,2
2013-04-26,33,10,23,3
2013-04-27,3,2,1,0
2013-04-28,7,4,3,2
2013-04-29,16,4,12,2
2013-04-30,20,5,15,1
2013-05-01,9,2,7,1
2013-05-02,14,6,8,2
2013-05-03,11,4,7,3
2013-05-04,12,2,10,2
2013-05-05,6,1,5,3
2013-05-06,37,13,24,1
2013-05-07,70,12,58,2
2013-05-08,22,4,18,1
2013-05-09,44,6,38,2
2013-05-10,23,3,20,3
2013-05-11,4,1,3,0
2013-05-12,8,3,5,1
2013-05-13,21,3,18,0
2013-05-14,29,8,21,0
2013-05-15,17,6,11,0
2013-05-16,10,4,6,1
2013-05-17,14,2,12,1
2013-05-18,3,0,3,0
2013-05-19,12,1,11,0
2013-05-20,16,6,10,0
2013-05-21,46,14,32,2
2013-05-22,61,16,45,1
2013-05-23,31,10,21,1
2013-05-24,30,9,21,1
2013-05-25,13,5,8,0
2013-05-26,5,3,2,0
2013-05-27,13,2,11,0
2013-05-28,62,17,45,2
2013-05-29,9,1,8,0
2013-05-30,17,6,11,0
2013-05-31,19,6,13,0
2013-06-01,32,12,20,0
2013-06-02,18,9,9,0
2013-06-03,90,26,64,3
2013-06-04,18,4,14,2
2013-06-05,49,18,31,0
2013-06-06,47,5,42,1
2013-06-07,4,3,1,0
2013-06-08,128,87,41,0
2013-06-09,103,97,6,0
2013-06-10,20,9,11,0
2013-06-11,53,16,37,1
2013-06-12,37,9,28,0
2013-06-13,110,100,10,2
2013-06-14,14,6,8,1
2013-06-16,1,1,0,0
2013-06-17,1,1,0,0
2013-06-18,16,7,9,0
2013-06-19,3,1,2,0
2013-06-20,10,4,6,1
2013-06-21,9,5,4,0
2013-06-22,4,2,2,0
2013-06-23,6,3,3,0
2013-06-24,8,4,4,1
2013-06-25,15,4,11,0
2013-06-26,15,3,12,1
2013-06-27,16,3,13,2
2013-06-28,3,1,2,0
2013-06-29,5,2,3,0
2013-06-30,17,1,16,1
2013-07-01,23,2,21,2
2013-07-02,15,3,12,3
2013-07-03,7,2,5,0
2013-07-04,5,3,2,0
2013-07-06,2,0,2,0
2013-07-07,1,1,0,0
2013-07-08,14,3,11,1
2013-07-09,42,10,32,0
2013-07-10,9,3,6,2
2013-07-11,6,2,4,0
2013-07-12,18,6,12,4
2013-07-13,12,4,8,0
2013-07-14,3,1,2,0
2013-07-15,11,5,6,0
2013-07-16,33,14,19,0
2013-07-17,156,57,99,22
2013-07-18,181,81,100,12
2013-07-19,52,22,30,5
2013-07-20,26,7,19,0
2013-07-21,2,1,1,0
