Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-02-18,40,11,29,1
2013-02-19,60,15,45,7
2013-02-20,33,8,25,0
2013-02-21,42,19,23,1
2013-02-22,27,14,13,2
2013-02-23,27,5,22,2
2013-02-24,21,4,17,3
2013-02-25,44,6,38,5
2013-02-26,62,12,50,3
2013-02-27,52,10,42,7
2013-02-28,46,8,38,6
2013-03-01,57,13,44,4
2013-03-02,11,2,9,1
2013-03-03,25,5,20,1
2013-03-04,46,3,43,5
2013-03-05,42,9,33,2
2013-03-06,38,6,32,0
2013-03-07,36,7,29,2
2013-03-08,35,3,32,6
2013-03-09,30,4,26,5
2013-03-10,32,2,30,7
2013-03-11,48,5,43,6
2013-03-12,43,9,34,4
2013-03-13,56,9,47,12
2013-03-14,54,13,41,4
2013-03-15,45,15,30,3
2013-03-16,27,3,24,0
2013-03-17,18,3,15,3
2013-03-18,42,7,35,5
2013-03-19,25,5,20,2
2013-03-20,24,8,16,3
2013-03-21,21,11,10,3
2013-03-22,20,11,9,1
2013-03-23,14,4,10,0
2013-03-24,13,2,11,2
2013-03-25,27,6,21,4
2013-03-26,29,8,21,2
2013-03-27,16,8,8,2
2013-03-28,28,7,21,2
2013-03-29,11,1,10,0
2013-03-30,15,1,14,0
2013-03-31,11,4,7,2
2013-04-01,15,2,13,5
2013-04-02,13,7,6,4
2013-04-03,20,11,9,2
2013-04-04,12,4,8,4
2013-04-05,16,8,8,1
2013-04-06,11,2,9,1
2013-04-07,31,7,24,1
2013-04-08,30,7,23,0
2013-04-09,36,15,21,2
2013-04-10,32,16,16,9
2013-04-11,16,6,10,1
2013-04-12,24,13,11,0
2013-04-13,16,6,10,1
2013-04-14,15,8,7,0
2013-04-15,22,17,5,5
2013-04-16,36,12,24,1
2013-04-17,37,18,19,1
2013-04-18,30,10,20,4
2013-04-19,18,15,3,6
2013-04-20,14,6,8,2
2013-04-21,7,4,3,0
2013-04-22,30,12,18,2
2013-04-23,19,7,12,5
2013-04-24,23,10,13,2
2013-04-25,24,14,10,1
2013-04-26,26,15,11,3
2013-04-27,4,2,2,0
2013-04-28,13,7,6,1
2013-04-29,17,10,7,1
2013-04-30,31,15,16,1
2013-05-01,28,12,16,3
2013-05-02,23,14,9,1
2013-05-03,14,4,10,1
2013-05-04,11,8,3,0
2013-05-05,11,5,6,0
2013-05-06,28,9,19,0
2013-05-07,21,12,9,0
2013-05-08,13,7,6,0
2013-05-09,19,11,8,0
2013-05-10,21,9,12,2
2013-05-11,9,5,4,0
2013-05-12,13,4,9,0
2013-05-13,22,14,8,1
2013-05-14,26,16,10,5
2013-05-15,26,15,11,1
2013-05-16,18,12,6,1
2013-05-17,9,5,4,2
2013-05-18,14,7,7,1
2013-05-19,8,4,4,0
2013-05-20,18,12,6,0
2013-05-21,39,13,26,3
2013-05-22,39,13,26,4
2013-05-23,40,17,23,0
2013-05-24,19,4,15,2
2013-05-25,13,10,3,0
2013-05-26,4,2,2,0
2013-05-27,4,3,1,0
2013-05-28,10,8,2,0
2013-05-29,19,13,6,0
2013-05-30,34,17,17,1
2013-05-31,34,12,22,3
2013-06-01,8,6,2,1
2013-06-02,6,4,2,1
2013-06-03,18,6,12,1
2013-06-04,19,12,7,1
2013-06-05,21,11,10,2
2013-06-06,34,16,18,4
2013-06-07,16,10,6,0
2013-06-08,6,4,2,0
2013-06-09,12,6,6,0
2013-06-10,23,13,10,0
2013-06-11,13,6,7,0
2013-06-12,17,12,5,0
2013-06-13,21,11,10,2
2013-06-14,16,8,8,0
2013-06-15,5,2,3,0
2013-06-16,6,2,4,0
2013-06-17,25,9,16,0
2013-06-18,21,13,8,3
2013-06-19,14,6,8,0
2013-06-20,23,15,8,1
2013-06-21,11,6,5,2
2013-06-22,13,7,6,0
