Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-02-18,74,16,58,3
2013-02-19,154,30,124,14
2013-02-20,250,69,181,15
2013-02-21,180,34,146,6
2013-02-22,309,83,226,10
2013-02-23,112,34,78,2
2013-02-24,51,8,43,1
2013-02-25,248,39,209,5
2013-02-26,164,28,136,5
2013-02-27,279,72,207,14
2013-02-28,241,85,156,9
2013-03-01,295,49,246,43
2013-03-02,164,32,132,19
2013-03-03,159,28,131,33
2013-03-04,308,55,253,28
2013-03-05,195,34,161,15
2013-03-06,326,73,253,26
2013-03-07,284,66,218,36
2013-03-08,192,35,157,12
2013-03-09,121,26,95,5
2013-03-10,110,23,87,21
2013-03-11,290,53,237,38
2013-03-12,220,43,177,36
2013-03-13,368,82,286,65
2013-03-14,259,69,190,52
2013-03-15,220,41,179,28
2013-03-16,118,30,88,17
2013-03-17,116,22,94,28
2013-03-18,288,53,235,46
2013-03-19,232,73,159,10
2013-03-20,320,90,230,56
2013-03-21,262,115,147,21
2013-03-22,309,127,182,14
2013-03-23,79,25,54,3
2013-03-24,109,43,66,3
2013-03-25,161,73,88,4
2013-03-26,261,78,183,0
2013-03-27,172,42,130,2
2013-03-28,186,32,154,26
2013-03-29,88,29,59,3
2013-03-30,97,29,68,22
2013-03-31,74,13,61,0
2013-04-01,263,99,164,7
2013-04-02,194,78,116,0
2013-04-03,221,49,172,4
2013-04-04,149,51,98,2
2013-04-05,196,71,125,2
2013-04-06,129,69,60,0
2013-04-07,51,21,30,1
2013-04-08,64,18,46,4
2013-04-09,168,71,97,5
2013-04-10,135,53,82,7
2013-04-11,103,29,74,6
2013-04-12,102,25,77,2
2013-04-13,39,12,27,0
2013-04-14,35,10,25,1
2013-04-15,182,49,133,0
2013-04-16,143,41,102,0
2013-04-17,150,49,101,0
2013-04-18,150,43,107,1
2013-04-19,172,63,109,4
2013-04-20,77,20,57,0
2013-04-21,31,9,22,0
2013-04-22,99,31,68,1
2013-04-23,68,20,48,0
2013-04-24,81,35,46,1
2013-04-25,105,46,59,2
2013-04-26,76,25,51,0
2013-04-27,79,27,52,0
2013-04-28,28,6,22,2
2013-04-29,193,79,114,0
2013-04-30,223,76,147,2
2013-05-01,137,47,90,1
2013-05-02,100,36,64,0
2013-05-03,148,38,110,2
2013-05-04,44,19,25,0
2013-05-05,43,9,34,4
2013-05-06,130,38,92,1
2013-05-07,248,81,167,8
2013-05-08,200,48,152,4
2013-05-09,195,49,146,3
2013-05-10,301,91,210,4
2013-05-11,53,15,38,3
2013-05-12,48,17,31,2
2013-05-13,424,134,290,1
2013-05-14,423,149,274,4
2013-05-15,443,160,283,41
2013-05-16,481,185,296,22
2013-05-17,219,78,141,11
2013-05-18,73,31,42,0
2013-05-19,44,10,34,5
2013-05-20,205,67,138,8
2013-05-21,232,67,165,7
2013-05-22,305,92,213,7
2013-05-23,271,69,202,4
2013-05-24,214,65,149,1
2013-05-25,112,19,93,0
2013-05-26,33,13,20,0
2013-05-27,34,8,26,0
2013-05-28,190,53,137,2
2013-05-29,182,47,135,2
2013-05-30,213,64,149,1
2013-05-31,183,53,130,2
2013-06-01,92,30,62,0
2013-06-02,38,14,24,0
2013-06-03,256,66,190,1
2013-06-04,257,62,195,1
2013-06-05,399,133,266,2
2013-06-06,390,96,294,2
2013-06-07,393,84,309,2
2013-06-08,105,39,66,0
2013-06-09,74,22,52,1
2013-06-10,292,77,215,0
2013-06-11,404,80,324,0
2013-06-12,232,65,167,5
2013-06-13,185,47,138,0
2013-06-14,334,93,241,1
2013-06-15,107,25,82,0
2013-06-16,87,18,69,0
2013-06-17,356,114,242,0
2013-06-18,377,95,282,0
2013-06-19,225,52,173,3
2013-06-20,273,62,211,1
2013-06-21,194,81,113,0
2013-06-22,57,14,43,1
2013-06-23,39,7,32,0
2013-06-24,289,67,222,0
2013-06-25,337,91,246,1
2013-06-26,343,90,253,3
2013-06-27,282,64,218,1
2013-06-28,412,115,297,2
2013-06-29,122,29,93,1
2013-06-30,87,16,71,0
2013-07-01,251,69,182,6
2013-07-02,157,27,130,0
2013-07-03,143,45,98,2
2013-07-04,52,22,30,0
2013-07-05,207,34,173,3
2013-07-06,48,7,41,0
2013-07-07,45,13,32,0
2013-07-08,242,69,173,1
2013-07-09,312,56,256,3
2013-07-10,217,45,172,2
2013-07-11,200,43,157,4
2013-07-12,113,33,80,2
2013-07-13,125,46,79,0
2013-07-14,119,44,75,0
2013-07-15,444,114,330,2
2013-07-16,451,102,349,1
2013-07-17,323,78,245,1
2013-07-18,519,107,412,1
2013-07-19,339,95,244,1
2013-07-20,247,61,186,0
2013-07-21,78,24,54,0
2013-07-22,70,24,46,2
2013-09-28,25,8,17,0
2013-09-29,82,22,60,0
2013-09-30,251,83,168,2
2013-10-01,280,92,188,4
2013-10-02,320,74,246,1
2013-10-03,269,84,185,5
2013-10-04,127,52,75,3
2013-10-05,76,26,50,0
2013-10-06,77,21,56,3
2013-10-07,233,70,163,3
2013-10-08,261,99,162,3
2013-10-09,201,52,149,3
2013-10-10,313,83,230,2
2013-10-11,160,52,108,0
2013-10-12,56,21,35,1
2013-10-13,76,28,48,1
2013-10-14,166,48,118,0
2013-10-15,325,105,220,1
2013-10-16,299,107,192,5
2013-10-17,239,82,157,5
2013-10-18,241,85,156,2
2013-10-19,57,22,35,0
2013-10-20,43,16,27,1
2013-10-21,210,68,142,2
2013-10-22,318,101,217,4
2013-10-23,290,74,216,7
2013-10-24,504,159,345,7
2013-10-25,242,71,171,5
2013-10-26,80,22,58,0
2013-10-27,61,16,45,1
2013-10-28,235,70,165,1
2013-10-29,348,95,253,10
2013-10-30,200,65,135,1
2013-10-31,212,77,135,3
2013-11-01,307,78,229,5
2013-11-02,73,23,50,1
2013-11-03,122,40,82,1
2013-11-04,158,70,88,0
2013-11-05,168,50,118,2
2013-11-06,275,94,181,2
