Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-02-18,88,30,58,8
2013-02-19,196,66,130,22
2013-02-20,280,91,189,30
2013-02-21,276,96,180,35
2013-02-22,386,141,245,50
2013-02-23,74,13,61,30
2013-02-24,74,19,55,24
2013-02-25,310,126,184,65
2013-02-26,233,98,135,54
2013-02-27,247,77,170,49
2013-02-28,286,144,142,48
2013-03-01,368,164,204,45
2013-03-02,86,34,52,14
2013-03-03,140,33,107,24
2013-03-04,279,69,210,49
2013-03-05,220,68,152,19
2013-03-06,277,71,206,41
2013-03-07,402,142,260,55
2013-03-08,345,120,225,76
2013-03-09,72,8,64,22
2013-03-10,111,34,77,38
2013-03-11,237,76,161,48
2013-03-12,212,75,137,21
2013-03-13,235,72,163,56
2013-03-14,485,174,311,68
2013-03-15,381,123,258,60
2013-03-16,85,13,72,26
2013-03-17,141,36,105,10
2013-03-18,531,179,352,87
2013-03-19,409,153,256,55
2013-03-20,232,72,160,37
2013-03-21,220,67,153,28
2013-03-22,163,62,101,29
2013-03-23,72,13,59,11
2013-03-24,83,19,64,12
2013-03-25,223,73,150,36
2013-03-26,321,137,184,69
2013-03-27,309,125,184,68
2013-03-28,212,84,128,43
2013-03-29,87,21,66,11
2013-03-30,127,24,103,11
2013-03-31,101,16,85,16
2013-04-01,162,54,108,42
2013-04-02,223,99,124,74
2013-04-03,331,132,199,68
2013-04-04,161,52,109,43
2013-04-05,192,71,121,39
2013-04-06,86,17,69,16
2013-04-07,81,14,67,9
2013-04-08,170,45,125,35
2013-04-09,180,62,118,37
2013-04-10,220,77,143,67
2013-04-11,216,81,135,72
2013-04-12,195,76,119,44
2013-04-13,90,18,72,19
2013-04-14,75,14,61,8
2013-04-15,200,77,123,61
2013-04-16,189,61,128,65
2013-04-17,463,202,261,74
2013-04-18,320,135,185,79
2013-04-19,210,76,134,22
2013-04-20,105,27,78,13
2013-04-21,78,20,58,7
2013-04-22,151,63,88,20
2013-04-23,204,73,131,49
2013-04-24,123,52,71,32
2013-04-25,198,85,113,65
2013-04-26,150,42,108,38
2013-04-27,59,12,47,4
2013-04-28,112,24,88,15
2013-04-29,157,53,104,42
2013-04-30,197,110,87,51
2013-05-01,224,108,116,67
2013-05-02,209,100,109,71
2013-05-03,238,129,109,58
2013-05-04,86,15,71,18
2013-05-05,83,21,62,6
2013-05-06,306,110,196,63
2013-05-07,276,88,188,47
2013-05-08,260,99,161,37
2013-05-09,180,71,109,27
2013-05-10,177,65,112,36
2013-05-11,89,21,68,8
2013-05-12,195,86,109,17
2013-05-13,256,90,166,36
2013-05-14,226,84,142,41
2013-05-15,229,71,158,27
2013-05-16,161,52,109,18
2013-05-17,215,60,155,23
2013-05-18,136,33,103,25
2013-05-19,137,25,112,9
2013-05-20,143,46,97,20
2013-05-21,191,50,141,28
2013-05-22,231,64,167,20
2013-05-23,236,82,154,32
2013-05-24,139,66,73,27
2013-05-25,72,18,54,10
2013-05-26,73,15,58,4
2013-05-27,76,21,55,6
2013-05-28,154,57,97,18
2013-05-29,154,44,110,21
2013-05-30,247,74,173,34
2013-05-31,219,62,157,38
2013-06-01,129,14,115,13
2013-06-02,168,42,126,12
2013-06-03,285,75,210,30
2013-06-04,250,76,174,29
2013-06-05,286,93,193,45
2013-06-06,346,136,210,52
2013-06-07,241,76,165,32
2013-06-08,108,23,85,3
2013-06-09,123,28,95,18
2013-06-10,171,49,122,25
2013-06-11,259,89,170,42
2013-06-12,185,66,119,25
2013-06-13,181,53,128,18
2013-06-14,165,67,98,22
2013-06-15,66,10,56,12
2013-06-16,107,17,90,12
