Date,TotalMessage,TopicMessage,ReplyMessage,Sentiment
2013-02-18,84,16,68,13
2013-02-19,121,35,86,24
2013-02-20,165,51,114,22
2013-02-21,281,88,193,25
2013-02-22,183,62,121,30
2013-02-23,72,12,60,19
2013-02-24,66,17,49,16
2013-02-25,192,49,143,30
2013-02-26,189,44,145,26
2013-02-27,146,30,116,25
2013-02-28,136,28,108,13
2013-03-01,136,30,106,17
2013-03-02,51,8,43,5
2013-03-03,68,11,57,7
2013-03-04,135,35,100,18
2013-03-05,174,56,118,12
2013-03-06,147,30,117,11
2013-03-07,144,36,108,9
2013-03-08,180,29,151,12
2013-03-09,72,10,62,4
2013-03-10,56,13,43,6
2013-03-11,136,24,112,19
2013-03-12,101,26,75,7
2013-03-13,152,27,125,16
2013-03-14,201,48,153,18
2013-03-15,187,47,140,14
2013-03-16,60,15,45,10
2013-03-17,99,24,75,15
2013-03-18,111,32,79,8
2013-03-19,191,61,130,21
2013-03-20,155,48,107,25
2013-03-21,218,88,130,19
2013-03-22,130,41,89,8
2013-03-23,49,11,38,7
2013-03-24,63,17,46,2
2013-03-25,115,31,84,8
2013-03-26,139,42,97,21
2013-03-27,114,29,85,9
2013-03-28,114,29,85,8
2013-03-29,96,22,74,18
2013-03-30,79,20,59,20
2013-03-31,154,38,116,39
2013-04-01,300,82,218,53
2013-04-02,191,59,132,28
2013-04-03,227,55,172,39
2013-04-04,198,53,145,26
2013-04-05,246,66,180,38
2013-04-06,70,18,52,9
2013-04-07,106,24,82,21
2013-04-08,154,33,121,30
2013-04-09,126,50,76,15
2013-04-10,257,96,161,18
2013-04-11,282,101,181,48
2013-04-12,237,55,182,31
2013-04-13,133,26,107,28
2013-04-14,179,32,147,41
2013-04-15,137,33,104,20
2013-04-16,341,114,227,53
2013-04-17,240,91,149,35
2013-04-18,165,54,111,14
2013-04-19,92,44,48,12
2013-04-20,24,7,17,2
2013-04-21,44,13,31,2
2013-04-22,86,27,59,5
2013-04-23,193,72,121,12
2013-04-24,117,36,81,8
2013-04-25,146,46,100,15
2013-04-26,125,41,84,9
2013-04-27,95,26,69,5
2013-04-28,97,16,81,7
2013-04-29,159,56,103,12
2013-04-30,222,59,163,21
2013-05-01,255,87,168,14
2013-05-02,250,82,168,15
2013-05-03,263,87,176,9
2013-05-04,92,19,73,6
2013-05-05,155,29,126,6
2013-05-06,222,66,156,6
2013-05-07,275,78,197,14
2013-05-08,259,69,190,8
2013-05-09,158,34,124,6
2013-05-10,153,34,119,11
2013-05-11,42,8,34,5
2013-05-12,84,17,67,3
2013-05-13,267,64,203,14
2013-05-14,231,92,139,9
2013-05-15,220,72,148,6
2013-05-16,220,73,147,4
2013-05-17,168,53,115,2
2013-05-18,67,24,43,1
2013-05-19,50,16,34,5
2013-05-20,107,34,73,10
2013-05-21,144,55,89,8
2013-05-22,169,57,112,10
2013-05-23,125,50,75,8
2013-05-24,171,59,112,10
2013-05-25,55,6,49,3
2013-05-26,57,7,50,2
2013-05-27,64,19,45,2
2013-05-28,136,32,104,4
2013-05-29,118,35,83,6
2013-05-30,130,54,76,1
2013-05-31,169,65,104,2
2013-06-01,57,26,31,0
2013-06-02,66,21,45,6
2013-06-03,275,90,185,16
2013-06-04,218,80,138,21
2013-06-05,322,127,195,14
2013-06-06,238,85,153,15
2013-06-07,282,112,170,20
2013-06-08,51,13,38,6
2013-06-09,91,17,74,4
2013-06-10,149,58,91,16
2013-06-11,174,55,119,19
2013-06-12,195,47,148,11
2013-06-13,160,39,121,4
2013-06-14,147,30,117,3
2013-06-15,88,15,73,1
2013-06-16,83,19,64,3
2013-06-17,115,39,76,7
2013-06-18,194,46,148,11
2013-06-19,143,47,96,9
2013-06-20,212,70,142,7
2013-06-21,190,51,139,16
2013-06-22,99,18,81,10
2013-06-23,75,17,58,6
2013-06-24,310,106,204,16
2013-06-25,211,68,143,19
2013-06-26,150,48,102,13
2013-06-27,121,40,81,10
2013-06-28,134,49,85,10
2013-06-29,86,22,64,4
2013-06-30,49,14,35,4
2013-07-01,307,74,233,20
2013-07-02,220,50,170,9
2013-07-03,144,47,97,3
2013-07-04,76,21,55,1
2013-07-05,99,27,72,4
2013-07-06,32,8,24,2
2013-07-07,143,35,108,7
2013-07-08,425,136,289,25
2013-07-09,256,77,179,34
2013-07-10,319,71,248,35
2013-07-11,201,53,148,10
2013-07-12,122,34,88,11
2013-07-13,58,16,42,4
2013-07-14,84,19,65,1
2013-07-15,194,30,164,11
2013-07-16,264,55,209,21
2013-07-17,487,176,311,35
2013-07-18,381,117,264,43
2013-07-19,331,93,238,11
2013-07-20,76,14,62,8
2013-07-21,57,16,41,5
2013-07-22,4,0,4,0
